"","DATE","Seasonality","Metro","Tier","HPI"
"1",1993-01-01,"NSA","Atlanta","High",72.95
"2",1993-02-01,"NSA","Atlanta","High",72.42
"3",1993-03-01,"NSA","Atlanta","High",72.61
"4",1993-04-01,"NSA","Atlanta","High",73.03
"5",1993-05-01,"NSA","Atlanta","High",73.6
"6",1993-06-01,"NSA","Atlanta","High",74.12
"7",1993-07-01,"NSA","Atlanta","High",74.57
"8",1993-08-01,"NSA","Atlanta","High",74.84
"9",1993-09-01,"NSA","Atlanta","High",75.12
"10",1993-10-01,"NSA","Atlanta","High",75.1
"11",1993-11-01,"NSA","Atlanta","High",75.05
"12",1993-12-01,"NSA","Atlanta","High",75.27
"13",1994-01-01,"NSA","Atlanta","High",75.82
"14",1994-02-01,"NSA","Atlanta","High",76.22
"15",1994-03-01,"NSA","Atlanta","High",76.49
"16",1994-04-01,"NSA","Atlanta","High",76.42
"17",1994-05-01,"NSA","Atlanta","High",77
"18",1994-06-01,"NSA","Atlanta","High",77.52
"19",1994-07-01,"NSA","Atlanta","High",77.83
"20",1994-08-01,"NSA","Atlanta","High",77.98
"21",1994-09-01,"NSA","Atlanta","High",77.97
"22",1994-10-01,"NSA","Atlanta","High",78.37
"23",1994-11-01,"NSA","Atlanta","High",78.81
"24",1994-12-01,"NSA","Atlanta","High",79.39
"25",1995-01-01,"NSA","Atlanta","High",79.53
"26",1995-02-01,"NSA","Atlanta","High",79.43
"27",1995-03-01,"NSA","Atlanta","High",79.34
"28",1995-04-01,"NSA","Atlanta","High",79.29
"29",1995-05-01,"NSA","Atlanta","High",79.26
"30",1995-06-01,"NSA","Atlanta","High",79.34
"31",1995-07-01,"NSA","Atlanta","High",79.81
"32",1995-08-01,"NSA","Atlanta","High",80.38
"33",1995-09-01,"NSA","Atlanta","High",80.66
"34",1995-10-01,"NSA","Atlanta","High",80.75
"35",1995-11-01,"NSA","Atlanta","High",80.74
"36",1995-12-01,"NSA","Atlanta","High",81.01
"37",1996-01-01,"NSA","Atlanta","High",81.42
"38",1996-02-01,"NSA","Atlanta","High",81.71
"39",1996-03-01,"NSA","Atlanta","High",81.74
"40",1996-04-01,"NSA","Atlanta","High",81.95
"41",1996-05-01,"NSA","Atlanta","High",82.24
"42",1996-06-01,"NSA","Atlanta","High",82.87
"43",1996-07-01,"NSA","Atlanta","High",82.95
"44",1996-08-01,"NSA","Atlanta","High",83.35
"45",1996-09-01,"NSA","Atlanta","High",83.58
"46",1996-10-01,"NSA","Atlanta","High",83.83
"47",1996-11-01,"NSA","Atlanta","High",83.98
"48",1996-12-01,"NSA","Atlanta","High",83.64
"49",1997-01-01,"NSA","Atlanta","High",83.76
"50",1997-02-01,"NSA","Atlanta","High",83.64
"51",1997-03-01,"NSA","Atlanta","High",84.14
"52",1997-04-01,"NSA","Atlanta","High",84.68
"53",1997-05-01,"NSA","Atlanta","High",85.39
"54",1997-06-01,"NSA","Atlanta","High",85.81
"55",1997-07-01,"NSA","Atlanta","High",86.07
"56",1997-08-01,"NSA","Atlanta","High",86.05
"57",1997-09-01,"NSA","Atlanta","High",86.49
"58",1997-10-01,"NSA","Atlanta","High",86.74
"59",1997-11-01,"NSA","Atlanta","High",87.19
"60",1997-12-01,"NSA","Atlanta","High",87.48
"61",1998-01-01,"NSA","Atlanta","High",87.79
"62",1998-02-01,"NSA","Atlanta","High",88.07
"63",1998-03-01,"NSA","Atlanta","High",88.6
"64",1998-04-01,"NSA","Atlanta","High",89.58
"65",1998-05-01,"NSA","Atlanta","High",90.41
"66",1998-06-01,"NSA","Atlanta","High",91.17
"67",1998-07-01,"NSA","Atlanta","High",91.22
"68",1998-08-01,"NSA","Atlanta","High",91.41
"69",1998-09-01,"NSA","Atlanta","High",91.68
"70",1998-10-01,"NSA","Atlanta","High",92.43
"71",1998-11-01,"NSA","Atlanta","High",93.14
"72",1998-12-01,"NSA","Atlanta","High",93.45
"73",1999-01-01,"NSA","Atlanta","High",93.9
"74",1999-02-01,"NSA","Atlanta","High",94.11
"75",1999-03-01,"NSA","Atlanta","High",94.74
"76",1999-04-01,"NSA","Atlanta","High",95.3
"77",1999-05-01,"NSA","Atlanta","High",96.36
"78",1999-06-01,"NSA","Atlanta","High",97.25
"79",1999-07-01,"NSA","Atlanta","High",98.02
"80",1999-08-01,"NSA","Atlanta","High",98.23
"81",1999-09-01,"NSA","Atlanta","High",98.42
"82",1999-10-01,"NSA","Atlanta","High",98.93
"83",1999-11-01,"NSA","Atlanta","High",99.2
"84",1999-12-01,"NSA","Atlanta","High",99.99
"85",2000-01-01,"NSA","Atlanta","High",100
"86",2000-02-01,"NSA","Atlanta","High",101.06
"87",2000-03-01,"NSA","Atlanta","High",101.21
"88",2000-04-01,"NSA","Atlanta","High",102.87
"89",2000-05-01,"NSA","Atlanta","High",103.73
"90",2000-06-01,"NSA","Atlanta","High",105.02
"91",2000-07-01,"NSA","Atlanta","High",105.01
"92",2000-08-01,"NSA","Atlanta","High",105.21
"93",2000-09-01,"NSA","Atlanta","High",104.99
"94",2000-10-01,"NSA","Atlanta","High",105.24
"95",2000-11-01,"NSA","Atlanta","High",105.49
"96",2000-12-01,"NSA","Atlanta","High",105.64
"97",2001-01-01,"NSA","Atlanta","High",105.89
"98",2001-02-01,"NSA","Atlanta","High",106
"99",2001-03-01,"NSA","Atlanta","High",106.3
"100",2001-04-01,"NSA","Atlanta","High",107.14
"101",2001-05-01,"NSA","Atlanta","High",107.89
"102",2001-06-01,"NSA","Atlanta","High",109.22
"103",2001-07-01,"NSA","Atlanta","High",109.66
"104",2001-08-01,"NSA","Atlanta","High",110.25
"105",2001-09-01,"NSA","Atlanta","High",110.59
"106",2001-10-01,"NSA","Atlanta","High",110.56
"107",2001-11-01,"NSA","Atlanta","High",109.96
"108",2001-12-01,"NSA","Atlanta","High",109.56
"109",2002-01-01,"NSA","Atlanta","High",109.61
"110",2002-02-01,"NSA","Atlanta","High",110.03
"111",2002-03-01,"NSA","Atlanta","High",110.13
"112",2002-04-01,"NSA","Atlanta","High",110.24
"113",2002-05-01,"NSA","Atlanta","High",110.95
"114",2002-06-01,"NSA","Atlanta","High",111.87
"115",2002-07-01,"NSA","Atlanta","High",112.82
"116",2002-08-01,"NSA","Atlanta","High",113.18
"117",2002-09-01,"NSA","Atlanta","High",113.08
"118",2002-10-01,"NSA","Atlanta","High",113
"119",2002-11-01,"NSA","Atlanta","High",112.84
"120",2002-12-01,"NSA","Atlanta","High",112.74
"121",2003-01-01,"NSA","Atlanta","High",112.87
"122",2003-02-01,"NSA","Atlanta","High",112.92
"123",2003-03-01,"NSA","Atlanta","High",113.74
"124",2003-04-01,"NSA","Atlanta","High",114.18
"125",2003-05-01,"NSA","Atlanta","High",115.19
"126",2003-06-01,"NSA","Atlanta","High",115.83
"127",2003-07-01,"NSA","Atlanta","High",116.41
"128",2003-08-01,"NSA","Atlanta","High",116.81
"129",2003-09-01,"NSA","Atlanta","High",117.24
"130",2003-10-01,"NSA","Atlanta","High",117.05
"131",2003-11-01,"NSA","Atlanta","High",116.87
"132",2003-12-01,"NSA","Atlanta","High",116.52
"133",2004-01-01,"NSA","Atlanta","High",116.68
"134",2004-02-01,"NSA","Atlanta","High",116.7
"135",2004-03-01,"NSA","Atlanta","High",117.16
"136",2004-04-01,"NSA","Atlanta","High",118.57
"137",2004-05-01,"NSA","Atlanta","High",119.66
"138",2004-06-01,"NSA","Atlanta","High",120.59
"139",2004-07-01,"NSA","Atlanta","High",121.55
"140",2004-08-01,"NSA","Atlanta","High",122.14
"141",2004-09-01,"NSA","Atlanta","High",122.87
"142",2004-10-01,"NSA","Atlanta","High",122.59
"143",2004-11-01,"NSA","Atlanta","High",122.65
"144",2004-12-01,"NSA","Atlanta","High",122.8
"145",2005-01-01,"NSA","Atlanta","High",123.14
"146",2005-02-01,"NSA","Atlanta","High",123.36
"147",2005-03-01,"NSA","Atlanta","High",123.79
"148",2005-04-01,"NSA","Atlanta","High",125.32
"149",2005-05-01,"NSA","Atlanta","High",126.86
"150",2005-06-01,"NSA","Atlanta","High",128.52
"151",2005-07-01,"NSA","Atlanta","High",129.13
"152",2005-08-01,"NSA","Atlanta","High",129.8
"153",2005-09-01,"NSA","Atlanta","High",129.88
"154",2005-10-01,"NSA","Atlanta","High",130.11
"155",2005-11-01,"NSA","Atlanta","High",130.47
"156",2005-12-01,"NSA","Atlanta","High",131.09
"157",2006-01-01,"NSA","Atlanta","High",131.84
"158",2006-02-01,"NSA","Atlanta","High",131.58
"159",2006-03-01,"NSA","Atlanta","High",131.29
"160",2006-04-01,"NSA","Atlanta","High",131.82
"161",2006-05-01,"NSA","Atlanta","High",133.66
"162",2006-06-01,"NSA","Atlanta","High",135.39
"163",2006-07-01,"NSA","Atlanta","High",136.6
"164",2006-08-01,"NSA","Atlanta","High",137.03
"165",2006-09-01,"NSA","Atlanta","High",136.95
"166",2006-10-01,"NSA","Atlanta","High",136.42
"167",2006-11-01,"NSA","Atlanta","High",135.28
"168",2006-12-01,"NSA","Atlanta","High",134.94
"169",2007-01-01,"NSA","Atlanta","High",134.61
"170",2007-02-01,"NSA","Atlanta","High",134.87
"171",2007-03-01,"NSA","Atlanta","High",134.63
"172",2007-04-01,"NSA","Atlanta","High",135.97
"173",2007-05-01,"NSA","Atlanta","High",136.99
"174",2007-06-01,"NSA","Atlanta","High",138.17
"175",2007-07-01,"NSA","Atlanta","High",138.41
"176",2007-08-01,"NSA","Atlanta","High",138.35
"177",2007-09-01,"NSA","Atlanta","High",137.42
"178",2007-10-01,"NSA","Atlanta","High",135.53
"179",2007-11-01,"NSA","Atlanta","High",132.52
"180",2007-12-01,"NSA","Atlanta","High",131.12
"181",2008-01-01,"NSA","Atlanta","High",129.39
"182",2008-02-01,"NSA","Atlanta","High",128.04
"183",2008-03-01,"NSA","Atlanta","High",125.86
"184",2008-04-01,"NSA","Atlanta","High",125.26
"185",2008-05-01,"NSA","Atlanta","High",125.97
"186",2008-06-01,"NSA","Atlanta","High",127.18
"187",2008-07-01,"NSA","Atlanta","High",127.48
"188",2008-08-01,"NSA","Atlanta","High",127.24
"189",2008-09-01,"NSA","Atlanta","High",125.54
"190",2008-10-01,"NSA","Atlanta","High",122.38
"191",2008-11-01,"NSA","Atlanta","High",118.72
"192",2008-12-01,"NSA","Atlanta","High",115.51
"193",2009-01-01,"NSA","Atlanta","High",112.72
"194",2009-02-01,"NSA","Atlanta","High",110.06
"195",2009-03-01,"NSA","Atlanta","High",108.58
"196",2009-04-01,"NSA","Atlanta","High",109.25
"197",2009-05-01,"NSA","Atlanta","High",110.36
"198",2009-06-01,"NSA","Atlanta","High",111.92
"199",2009-07-01,"NSA","Atlanta","High",113.9
"200",2009-08-01,"NSA","Atlanta","High",114.96
"201",2009-09-01,"NSA","Atlanta","High",115.27
"202",2009-10-01,"NSA","Atlanta","High",114.28
"203",2009-11-01,"NSA","Atlanta","High",112.77
"204",2009-12-01,"NSA","Atlanta","High",111.62
"205",2010-01-01,"NSA","Atlanta","High",109.69
"206",2010-02-01,"NSA","Atlanta","High",108.52
"207",2010-03-01,"NSA","Atlanta","High",106.95
"208",2010-04-01,"NSA","Atlanta","High",109.47
"209",2010-05-01,"NSA","Atlanta","High",111.42
"210",2010-06-01,"NSA","Atlanta","High",113.34
"211",2010-07-01,"NSA","Atlanta","High",113.93
"212",2010-08-01,"NSA","Atlanta","High",113.47
"213",2010-09-01,"NSA","Atlanta","High",111.48
"214",2010-10-01,"NSA","Atlanta","High",108.5
"215",2010-11-01,"NSA","Atlanta","High",106.46
"216",2010-12-01,"NSA","Atlanta","High",105.88
"217",2011-01-01,"NSA","Atlanta","High",106.65
"218",2011-02-01,"NSA","Atlanta","High",106.71
"219",2011-03-01,"NSA","Atlanta","High",106.83
"220",2011-04-01,"NSA","Atlanta","High",108.14
"221",2011-05-01,"NSA","Atlanta","High",109.01
"222",2011-06-01,"NSA","Atlanta","High",109.99
"223",2011-07-01,"NSA","Atlanta","High",110.22
"224",2011-08-01,"NSA","Atlanta","High",108.6
"225",2011-09-01,"NSA","Atlanta","High",105.12
"226",2011-10-01,"NSA","Atlanta","High",101.84
"227",2011-11-01,"NSA","Atlanta","High",100.23
"228",2011-12-01,"NSA","Atlanta","High",99.07
"229",2012-01-01,"NSA","Atlanta","High",97.53
"230",2012-02-01,"NSA","Atlanta","High",95.74
"231",2012-03-01,"NSA","Atlanta","High",95.11
"232",2012-04-01,"NSA","Atlanta","High",97.07
"233",2012-05-01,"NSA","Atlanta","High",100.04
"234",2012-06-01,"NSA","Atlanta","High",103.25
"235",2012-07-01,"NSA","Atlanta","High",104.97
"236",2012-08-01,"NSA","Atlanta","High",106.01
"237",2012-09-01,"NSA","Atlanta","High",105.89
"238",2012-10-01,"NSA","Atlanta","High",105.51
"239",2012-11-01,"NSA","Atlanta","High",105.27
"240",2012-12-01,"NSA","Atlanta","High",105.05
"241",2013-01-01,"NSA","Atlanta","High",105.6
"242",2013-02-01,"NSA","Atlanta","High",105.22
"243",2013-03-01,"NSA","Atlanta","High",106.33
"244",2013-04-01,"NSA","Atlanta","High",109.66
"245",2013-05-01,"NSA","Atlanta","High",112.86
"246",2013-06-01,"NSA","Atlanta","High",115.87
"247",2013-07-01,"NSA","Atlanta","High",118.19
"248",2013-08-01,"NSA","Atlanta","High",119.71
"249",2013-09-01,"NSA","Atlanta","High",120.36
"250",2013-10-01,"NSA","Atlanta","High",119.95
"251",2013-11-01,"NSA","Atlanta","High",119.69
"252",2013-12-01,"NSA","Atlanta","High",119.72
"253",2014-01-01,"NSA","Atlanta","High",119.71
"254",2014-02-01,"NSA","Atlanta","High",119.27
"255",2014-03-01,"NSA","Atlanta","High",120.74
"256",2014-04-01,"NSA","Atlanta","High",123.23
"257",2014-05-01,"NSA","Atlanta","High",124.32
"258",2014-06-01,"NSA","Atlanta","High",125.24
"259",2014-07-01,"NSA","Atlanta","High",125.5
"260",2014-08-01,"NSA","Atlanta","High",125.92
"261",2014-09-01,"NSA","Atlanta","High",125.47
"262",2014-10-01,"NSA","Atlanta","High",125.3
"263",2014-11-01,"NSA","Atlanta","High",125.08
"264",2014-12-01,"NSA","Atlanta","High",125.51
"265",2015-01-01,"NSA","Atlanta","High",124.84
"266",2015-02-01,"NSA","Atlanta","High",125.08
"267",2015-03-01,"NSA","Atlanta","High",126.19
"268",2015-04-01,"NSA","Atlanta","High",127.77
"269",2015-05-01,"NSA","Atlanta","High",129.57
"270",2015-06-01,"NSA","Atlanta","High",131.16
"271",2015-07-01,"NSA","Atlanta","High",132.05
"272",2015-08-01,"NSA","Atlanta","High",132.06
"273",2015-09-01,"NSA","Atlanta","High",131.99
"274",2015-10-01,"NSA","Atlanta","High",131.47
"275",2015-11-01,"NSA","Atlanta","High",131.06
"276",1993-01-01,"SA","Atlanta","High",72.88
"277",1993-02-01,"SA","Atlanta","High",72.81
"278",1993-03-01,"SA","Atlanta","High",72.96
"279",1993-04-01,"SA","Atlanta","High",73.37
"280",1993-05-01,"SA","Atlanta","High",73.77
"281",1993-06-01,"SA","Atlanta","High",73.95
"282",1993-07-01,"SA","Atlanta","High",74.3
"283",1993-08-01,"SA","Atlanta","High",74.43
"284",1993-09-01,"SA","Atlanta","High",74.8
"285",1993-10-01,"SA","Atlanta","High",74.96
"286",1993-11-01,"SA","Atlanta","High",75.05
"287",1993-12-01,"SA","Atlanta","High",75.41
"288",1994-01-01,"SA","Atlanta","High",75.79
"289",1994-02-01,"SA","Atlanta","High",76.6
"290",1994-03-01,"SA","Atlanta","High",76.8
"291",1994-04-01,"SA","Atlanta","High",76.73
"292",1994-05-01,"SA","Atlanta","High",77.15
"293",1994-06-01,"SA","Atlanta","High",77.33
"294",1994-07-01,"SA","Atlanta","High",77.59
"295",1994-08-01,"SA","Atlanta","High",77.61
"296",1994-09-01,"SA","Atlanta","High",77.67
"297",1994-10-01,"SA","Atlanta","High",78.23
"298",1994-11-01,"SA","Atlanta","High",78.81
"299",1994-12-01,"SA","Atlanta","High",79.52
"300",1995-01-01,"SA","Atlanta","High",79.55
"301",1995-02-01,"SA","Atlanta","High",79.81
"302",1995-03-01,"SA","Atlanta","High",79.63
"303",1995-04-01,"SA","Atlanta","High",79.54
"304",1995-05-01,"SA","Atlanta","High",79.35
"305",1995-06-01,"SA","Atlanta","High",79.11
"306",1995-07-01,"SA","Atlanta","High",79.58
"307",1995-08-01,"SA","Atlanta","High",80.07
"308",1995-09-01,"SA","Atlanta","High",80.41
"309",1995-10-01,"SA","Atlanta","High",80.63
"310",1995-11-01,"SA","Atlanta","High",80.72
"311",1995-12-01,"SA","Atlanta","High",81.15
"312",1996-01-01,"SA","Atlanta","High",81.5
"313",1996-02-01,"SA","Atlanta","High",82.11
"314",1996-03-01,"SA","Atlanta","High",82.04
"315",1996-04-01,"SA","Atlanta","High",82.17
"316",1996-05-01,"SA","Atlanta","High",82.26
"317",1996-06-01,"SA","Atlanta","High",82.58
"318",1996-07-01,"SA","Atlanta","High",82.7
"319",1996-08-01,"SA","Atlanta","High",83.06
"320",1996-09-01,"SA","Atlanta","High",83.39
"321",1996-10-01,"SA","Atlanta","High",83.71
"322",1996-11-01,"SA","Atlanta","High",83.94
"323",1996-12-01,"SA","Atlanta","High",83.78
"324",1997-01-01,"SA","Atlanta","High",83.93
"325",1997-02-01,"SA","Atlanta","High",84.07
"326",1997-03-01,"SA","Atlanta","High",84.48
"327",1997-04-01,"SA","Atlanta","High",84.87
"328",1997-05-01,"SA","Atlanta","High",85.35
"329",1997-06-01,"SA","Atlanta","High",85.43
"330",1997-07-01,"SA","Atlanta","High",85.77
"331",1997-08-01,"SA","Atlanta","High",85.74
"332",1997-09-01,"SA","Atlanta","High",86.34
"333",1997-10-01,"SA","Atlanta","High",86.63
"334",1997-11-01,"SA","Atlanta","High",87.15
"335",1997-12-01,"SA","Atlanta","High",87.64
"336",1998-01-01,"SA","Atlanta","High",88.05
"337",1998-02-01,"SA","Atlanta","High",88.57
"338",1998-03-01,"SA","Atlanta","High",89.03
"339",1998-04-01,"SA","Atlanta","High",89.78
"340",1998-05-01,"SA","Atlanta","High",90.31
"341",1998-06-01,"SA","Atlanta","High",90.69
"342",1998-07-01,"SA","Atlanta","High",90.81
"343",1998-08-01,"SA","Atlanta","High",91.04
"344",1998-09-01,"SA","Atlanta","High",91.51
"345",1998-10-01,"SA","Atlanta","High",92.3
"346",1998-11-01,"SA","Atlanta","High",93.13
"347",1998-12-01,"SA","Atlanta","High",93.64
"348",1999-01-01,"SA","Atlanta","High",94.28
"349",1999-02-01,"SA","Atlanta","High",94.69
"350",1999-03-01,"SA","Atlanta","High",95.28
"351",1999-04-01,"SA","Atlanta","High",95.54
"352",1999-05-01,"SA","Atlanta","High",96.24
"353",1999-06-01,"SA","Atlanta","High",96.67
"354",1999-07-01,"SA","Atlanta","High",97.48
"355",1999-08-01,"SA","Atlanta","High",97.74
"356",1999-09-01,"SA","Atlanta","High",98.18
"357",1999-10-01,"SA","Atlanta","High",98.76
"358",1999-11-01,"SA","Atlanta","High",99.21
"359",1999-12-01,"SA","Atlanta","High",100.25
"360",2000-01-01,"SA","Atlanta","High",100.49
"361",2000-02-01,"SA","Atlanta","High",101.73
"362",2000-03-01,"SA","Atlanta","High",101.87
"363",2000-04-01,"SA","Atlanta","High",103.19
"364",2000-05-01,"SA","Atlanta","High",103.63
"365",2000-06-01,"SA","Atlanta","High",104.37
"366",2000-07-01,"SA","Atlanta","High",104.32
"367",2000-08-01,"SA","Atlanta","High",104.57
"368",2000-09-01,"SA","Atlanta","High",104.6
"369",2000-10-01,"SA","Atlanta","High",104.98
"370",2000-11-01,"SA","Atlanta","High",105.55
"371",2000-12-01,"SA","Atlanta","High",105.98
"372",2001-01-01,"SA","Atlanta","High",106.49
"373",2001-02-01,"SA","Atlanta","High",106.76
"374",2001-03-01,"SA","Atlanta","High",107.09
"375",2001-04-01,"SA","Atlanta","High",107.56
"376",2001-05-01,"SA","Atlanta","High",107.81
"377",2001-06-01,"SA","Atlanta","High",108.55
"378",2001-07-01,"SA","Atlanta","High",108.84
"379",2001-08-01,"SA","Atlanta","High",109.45
"380",2001-09-01,"SA","Atlanta","High",110.01
"381",2001-10-01,"SA","Atlanta","High",110.23
"382",2001-11-01,"SA","Atlanta","High",110.02
"383",2001-12-01,"SA","Atlanta","High",109.97
"384",2002-01-01,"SA","Atlanta","High",110.27
"385",2002-02-01,"SA","Atlanta","High",110.91
"386",2002-03-01,"SA","Atlanta","High",111.08
"387",2002-04-01,"SA","Atlanta","High",110.78
"388",2002-05-01,"SA","Atlanta","High",110.9
"389",2002-06-01,"SA","Atlanta","High",111.19
"390",2002-07-01,"SA","Atlanta","High",111.91
"391",2002-08-01,"SA","Atlanta","High",112.23
"392",2002-09-01,"SA","Atlanta","High",112.27
"393",2002-10-01,"SA","Atlanta","High",112.58
"394",2002-11-01,"SA","Atlanta","High",112.91
"395",2002-12-01,"SA","Atlanta","High",113.22
"396",2003-01-01,"SA","Atlanta","High",113.61
"397",2003-02-01,"SA","Atlanta","High",113.92
"398",2003-03-01,"SA","Atlanta","High",114.88
"399",2003-04-01,"SA","Atlanta","High",114.9
"400",2003-05-01,"SA","Atlanta","High",115.17
"401",2003-06-01,"SA","Atlanta","High",115.12
"402",2003-07-01,"SA","Atlanta","High",115.36
"403",2003-08-01,"SA","Atlanta","High",115.67
"404",2003-09-01,"SA","Atlanta","High",116.17
"405",2003-10-01,"SA","Atlanta","High",116.51
"406",2003-11-01,"SA","Atlanta","High",116.92
"407",2003-12-01,"SA","Atlanta","High",117.06
"408",2004-01-01,"SA","Atlanta","High",117.54
"409",2004-02-01,"SA","Atlanta","High",117.89
"410",2004-03-01,"SA","Atlanta","High",118.58
"411",2004-04-01,"SA","Atlanta","High",119.53
"412",2004-05-01,"SA","Atlanta","High",119.7
"413",2004-06-01,"SA","Atlanta","High",119.8
"414",2004-07-01,"SA","Atlanta","High",120.29
"415",2004-08-01,"SA","Atlanta","High",120.72
"416",2004-09-01,"SA","Atlanta","High",121.45
"417",2004-10-01,"SA","Atlanta","High",121.88
"418",2004-11-01,"SA","Atlanta","High",122.71
"419",2004-12-01,"SA","Atlanta","High",123.41
"420",2005-01-01,"SA","Atlanta","High",124.21
"421",2005-02-01,"SA","Atlanta","High",124.81
"422",2005-03-01,"SA","Atlanta","High",125.62
"423",2005-04-01,"SA","Atlanta","High",126.58
"424",2005-05-01,"SA","Atlanta","High",127.01
"425",2005-06-01,"SA","Atlanta","High",127.58
"426",2005-07-01,"SA","Atlanta","High",127.55
"427",2005-08-01,"SA","Atlanta","High",127.93
"428",2005-09-01,"SA","Atlanta","High",128.05
"429",2005-10-01,"SA","Atlanta","High",129.15
"430",2005-11-01,"SA","Atlanta","High",130.55
"431",2005-12-01,"SA","Atlanta","High",131.82
"432",2006-01-01,"SA","Atlanta","High",133.21
"433",2006-02-01,"SA","Atlanta","High",133.43
"434",2006-03-01,"SA","Atlanta","High",133.69
"435",2006-04-01,"SA","Atlanta","High",133.39
"436",2006-05-01,"SA","Atlanta","High",133.94
"437",2006-06-01,"SA","Atlanta","High",134.24
"438",2006-07-01,"SA","Atlanta","High",134.59
"439",2006-08-01,"SA","Atlanta","High",134.6
"440",2006-09-01,"SA","Atlanta","High",134.61
"441",2006-10-01,"SA","Atlanta","High",135.2
"442",2006-11-01,"SA","Atlanta","High",135.42
"443",2006-12-01,"SA","Atlanta","High",135.82
"444",2007-01-01,"SA","Atlanta","High",136.34
"445",2007-02-01,"SA","Atlanta","High",137.18
"446",2007-03-01,"SA","Atlanta","High",137.57
"447",2007-04-01,"SA","Atlanta","High",137.85
"448",2007-05-01,"SA","Atlanta","High",137.36
"449",2007-06-01,"SA","Atlanta","High",136.76
"450",2007-07-01,"SA","Atlanta","High",135.92
"451",2007-08-01,"SA","Atlanta","High",135.35
"452",2007-09-01,"SA","Atlanta","High",134.7
"453",2007-10-01,"SA","Atlanta","High",134.16
"454",2007-11-01,"SA","Atlanta","High",132.77
"455",2007-12-01,"SA","Atlanta","High",132.17
"456",2008-01-01,"SA","Atlanta","High",131.41
"457",2008-02-01,"SA","Atlanta","High",130.69
"458",2008-03-01,"SA","Atlanta","High",129.04
"459",2008-04-01,"SA","Atlanta","High",127.15
"460",2008-05-01,"SA","Atlanta","High",126.29
"461",2008-06-01,"SA","Atlanta","High",125.61
"462",2008-07-01,"SA","Atlanta","High",124.76
"463",2008-08-01,"SA","Atlanta","High",124.02
"464",2008-09-01,"SA","Atlanta","High",122.8
"465",2008-10-01,"SA","Atlanta","High",121.11
"466",2008-11-01,"SA","Atlanta","High",119.1
"467",2008-12-01,"SA","Atlanta","High",116.6
"468",2009-01-01,"SA","Atlanta","High",114.74
"469",2009-02-01,"SA","Atlanta","High",112.71
"470",2009-03-01,"SA","Atlanta","High",111.63
"471",2009-04-01,"SA","Atlanta","High",110.98
"472",2009-05-01,"SA","Atlanta","High",110.52
"473",2009-06-01,"SA","Atlanta","High",110.25
"474",2009-07-01,"SA","Atlanta","High",111.11
"475",2009-08-01,"SA","Atlanta","High",111.74
"476",2009-09-01,"SA","Atlanta","High",112.65
"477",2009-10-01,"SA","Atlanta","High",113.17
"478",2009-11-01,"SA","Atlanta","High",113.28
"479",2009-12-01,"SA","Atlanta","High",112.85
"480",2010-01-01,"SA","Atlanta","High",111.82
"481",2010-02-01,"SA","Atlanta","High",111.44
"482",2010-03-01,"SA","Atlanta","High",110.15
"483",2010-04-01,"SA","Atlanta","High",111.16
"484",2010-05-01,"SA","Atlanta","High",111.38
"485",2010-06-01,"SA","Atlanta","High",111.4
"486",2010-07-01,"SA","Atlanta","High",110.88
"487",2010-08-01,"SA","Atlanta","High",110.13
"488",2010-09-01,"SA","Atlanta","High",109
"489",2010-10-01,"SA","Atlanta","High",107.59
"490",2010-11-01,"SA","Atlanta","High",107.07
"491",2010-12-01,"SA","Atlanta","High",107.16
"492",2011-01-01,"SA","Atlanta","High",108.8
"493",2011-02-01,"SA","Atlanta","High",109.79
"494",2011-03-01,"SA","Atlanta","High",110.06
"495",2011-04-01,"SA","Atlanta","High",109.72
"496",2011-05-01,"SA","Atlanta","High",108.73
"497",2011-06-01,"SA","Atlanta","High",107.92
"498",2011-07-01,"SA","Atlanta","High",107.17
"499",2011-08-01,"SA","Atlanta","High",105.41
"500",2011-09-01,"SA","Atlanta","High",102.91
"501",2011-10-01,"SA","Atlanta","High",101.12
"502",2011-11-01,"SA","Atlanta","High",100.87
"503",2011-12-01,"SA","Atlanta","High",100.33
"504",2012-01-01,"SA","Atlanta","High",99.5
"505",2012-02-01,"SA","Atlanta","High",98.56
"506",2012-03-01,"SA","Atlanta","High",97.92
"507",2012-04-01,"SA","Atlanta","High",98.36
"508",2012-05-01,"SA","Atlanta","High",99.63
"509",2012-06-01,"SA","Atlanta","High",101.23
"510",2012-07-01,"SA","Atlanta","High",102.09
"511",2012-08-01,"SA","Atlanta","High",103.02
"512",2012-09-01,"SA","Atlanta","High",103.83
"513",2012-10-01,"SA","Atlanta","High",104.85
"514",2012-11-01,"SA","Atlanta","High",105.92
"515",2012-12-01,"SA","Atlanta","High",106.38
"516",2013-01-01,"SA","Atlanta","High",107.72
"517",2013-02-01,"SA","Atlanta","High",108.3
"518",2013-03-01,"SA","Atlanta","High",109.36
"519",2013-04-01,"SA","Atlanta","High",110.99
"520",2013-05-01,"SA","Atlanta","High",112.26
"521",2013-06-01,"SA","Atlanta","High",113.6
"522",2013-07-01,"SA","Atlanta","High",115.03
"523",2013-08-01,"SA","Atlanta","High",116.5
"524",2013-09-01,"SA","Atlanta","High",118.18
"525",2013-10-01,"SA","Atlanta","High",119.25
"526",2013-11-01,"SA","Atlanta","High",120.36
"527",2013-12-01,"SA","Atlanta","High",121.19
